Entity,Code,Day,total_vaccinations
Puerto Rico,PRI,2021-04-15,1468663
Puerto Rico,PRI,2021-04-16,1502691
Puerto Rico,PRI,2021-04-17,1530532
Puerto Rico,PRI,2021-04-18,1561390
Puerto Rico,PRI,2021-04-19,1575468
Puerto Rico,PRI,2021-04-20,1585232
Puerto Rico,PRI,2021-04-21,1614950
Puerto Rico,PRI,2021-04-22,1653249
Puerto Rico,PRI,2021-04-23,1690128
Puerto Rico,PRI,2021-04-24,1730947
Puerto Rico,PRI,2021-04-25,1759828
Republic of Palau,,2021-01-12,416
Republic of Palau,,2021-01-13,725
Republic of Palau,,2021-01-14,766
Republic of Palau,,2021-01-15,1119
Republic of Palau,,2021-01-19,1914
Republic of Palau,,2021-01-20,1981
Republic of Palau,,2021-01-21,2405
Republic of Palau,,2021-01-22,2405
Republic of Palau,,2021-01-23,2685
Republic of Palau,,2021-01-24,3046
Republic of Palau,,2021-01-25,3046
Republic of Palau,,2021-01-26,3046
Republic of Palau,,2021-01-27,3046
Republic of Palau,,2021-01-28,3067
Republic of Palau,,2021-01-29,3089
Republic of Palau,,2021-01-30,3110
Republic of Palau,,2021-01-31,3110
Republic of Palau,,2021-02-01,3110
Republic of Palau,,2021-02-02,3172
Republic of Palau,,2021-02-03,3228
Republic of Palau,,2021-02-04,3228
Republic of Palau,,2021-02-05,3360
Republic of Palau,,2021-02-06,3360
Republic of Palau,,2021-02-07,3467
Republic of Palau,,2021-02-08,3467
Republic of Palau,,2021-02-09,3468
Republic of Palau,,2021-02-10,3527
Republic of Palau,,2021-02-11,3831
Republic of Palau,,2021-02-12,3871
Republic of Palau,,2021-02-13,4212
Republic of Palau,,2021-02-14,4321
Republic of Palau,,2021-02-16,4677
Republic of Palau,,2021-02-17,5011
Republic of Palau,,2021-02-18,5314
Republic of Palau,,2021-02-19,5727
Republic of Palau,,2021-02-20,6025
Republic of Palau,,2021-02-21,6314
Republic of Palau,,2021-02-22,6314
Republic of Palau,,2021-02-23,7073
Republic of Palau,,2021-02-24,7073
Republic of Palau,,2021-02-25,8111
Republic of Palau,,2021-02-26,8143
Republic of Palau,,2021-02-27,8143
Republic of Palau,,2021-02-28,8185
Republic of Palau,,2021-03-01,8185
Republic of Palau,,2021-03-02,8185
Republic of Palau,,2021-03-03,8185
Republic of Palau,,2021-03-04,8185
Republic of Palau,,2021-03-05,8185
Republic of Palau,,2021-03-06,8185
Republic of Palau,,2021-03-07,8185
Republic of Palau,,2021-03-08,8185
Republic of Palau,,2021-03-09,8185
Republic of Palau,,2021-03-10,8586
Republic of Palau,,2021-03-11,8902
Republic of Palau,,2021-03-12,9193
Republic of Palau,,2021-03-13,9694
Republic of Palau,,2021-03-14,9694
Republic of Palau,,2021-03-15,9694
Republic of Palau,,2021-03-16,10197
Republic of Palau,,2021-03-17,10726
Republic of Palau,,2021-03-18,10962
Republic of Palau,,2021-03-19,11500
Republic of Palau,,2021-03-20,11804
Republic of Palau,,2021-03-21,11804
Republic of Palau,,2021-03-22,11844
Republic of Palau,,2021-03-23,12247
Republic of Palau,,2021-03-24,12644
Republic of Palau,,2021-03-25,13277
Republic of Palau,,2021-03-26,13334
Republic of Palau,,2021-03-27,13334
Republic of Palau,,2021-03-28,13381
Republic of Palau,,2021-03-29,13381
Republic of Palau,,2021-03-30,13381
Republic of Palau,,2021-03-31,13381
Republic of Palau,,2021-04-01,13381
Republic of Palau,,2021-04-02,13429
Republic of Palau,,2021-04-03,13429
Republic of Palau,,2021-04-04,13429
Republic of Palau,,2021-04-05,13429
Republic of Palau,,2021-04-06,13435
Republic of Palau,,2021-04-07,13435
Republic of Palau,,2021-04-08,13755
Republic of Palau,,2021-04-09,14045
Republic of Palau,,2021-04-10,14045
Republic of Palau,,2021-04-11,14533
Republic of Palau,,2021-04-12,14979
Republic of Palau,,2021-04-13,15486
Republic of Palau,,2021-04-14,16012
Republic of Palau,,2021-04-15,16012
Republic of Palau,,2021-04-16,16544
Republic of Palau,,2021-04-17,16544
Republic of Palau,,2021-04-18,16544
Republic of Palau,,2021-04-19,16544
Republic of Palau,,2021-04-20,16544
Republic of Palau,,2021-04-21,16948
Republic of Palau,,2021-04-22,17365
Republic of Palau,,2021-04-23,17854
Republic of Palau,,2021-04-24,18388
Republic of Palau,,2021-04-25,19312
Rhode Island,,2021-01-12,39568
Rhode Island,,2021-01-13,42028
Rhode Island,,2021-01-14,44871
Rhode Island,,2021-01-15,47548
Rhode Island,,2021-01-19,54081
Rhode Island,,2021-01-20,56617
Rhode Island,,2021-01-21,59014
Rhode Island,,2021-01-22,61974
Rhode Island,,2021-01-23,63249
Rhode Island,,2021-01-24,67566
Rhode Island,,2021-01-25,70419
Rhode Island,,2021-01-26,72264
Rhode Island,,2021-01-27,76284
Rhode Island,,2021-01-28,80138
Rhode Island,,2021-01-29,83607
Rhode Island,,2021-01-30,88094
Rhode Island,,2021-01-31,91177
Rhode Island,,2021-02-01,94240
Rhode Island,,2021-02-02,99541
Rhode Island,,2021-02-03,101474
Rhode Island,,2021-02-04,103876
Rhode Island,,2021-02-05,106949
Rhode Island,,2021-02-06,111830
Rhode Island,,2021-02-07,117067
Rhode Island,,2021-02-08,120484
Rhode Island,,2021-02-09,122079
Rhode Island,,2021-02-10,124962
Rhode Island,,2021-02-11,127931
Rhode Island,,2021-02-12,131913
Rhode Island,,2021-02-13,136904
Rhode Island,,2021-02-14,141155
Rhode Island,,2021-02-16,147019
Rhode Island,,2021-02-17,151436
Rhode Island,,2021-02-18,159931
Rhode Island,,2021-02-19,181725
Rhode Island,,2021-02-20,190896
Rhode Island,,2021-02-21,198626
Rhode Island,,2021-02-22,206034
Rhode Island,,2021-02-23,211660
Rhode Island,,2021-02-24,218499
Rhode Island,,2021-02-25,226694
Rhode Island,,2021-02-26,234889
Rhode Island,,2021-02-27,245606
Rhode Island,,2021-02-28,256755
Rhode Island,,2021-03-01,269512
Rhode Island,,2021-03-02,275799
Rhode Island,,2021-03-03,282767
Rhode Island,,2021-03-04,290963
Rhode Island,,2021-03-05,300529
Rhode Island,,2021-03-06,310283
Rhode Island,,2021-03-07,319369
Rhode Island,,2021-03-08,326730
Rhode Island,,2021-03-09,333607
Rhode Island,,2021-03-10,340997
Rhode Island,,2021-03-11,350979
Rhode Island,,2021-03-12,359501
Rhode Island,,2021-03-13,367414
Rhode Island,,2021-03-14,374193
Rhode Island,,2021-03-15,388420
Rhode Island,,2021-03-16,396843
Rhode Island,,2021-03-17,403044
Rhode Island,,2021-03-18,411715
Rhode Island,,2021-03-19,425397
Rhode Island,,2021-03-20,440476
Rhode Island,,2021-03-21,454586
Rhode Island,,2021-03-22,469205
Rhode Island,,2021-03-23,480045
Rhode Island,,2021-03-24,488045
Rhode Island,,2021-03-25,497475
Rhode Island,,2021-03-26,507094
Rhode Island,,2021-03-27,515234
Rhode Island,,2021-03-28,526086
Rhode Island,,2021-03-29,538434
Rhode Island,,2021-03-30,552753
Rhode Island,,2021-03-31,559186
Rhode Island,,2021-04-01,566515
Rhode Island,,2021-04-02,583711
Rhode Island,,2021-04-03,596183
Rhode Island,,2021-04-04,611301
Rhode Island,,2021-04-05,626561
Rhode Island,,2021-04-06,641275
Rhode Island,,2021-04-07,648811
Rhode Island,,2021-04-08,658852
Rhode Island,,2021-04-09,667244
Rhode Island,,2021-04-10,680525
Rhode Island,,2021-04-11,696609
Rhode Island,,2021-04-12,709383
Rhode Island,,2021-04-13,727371
Rhode Island,,2021-04-14,733129
Rhode Island,,2021-04-15,742268
Rhode Island,,2021-04-16,755476
Rhode Island,,2021-04-17,764641
Rhode Island,,2021-04-18,776082
Rhode Island,,2021-04-19,787717
Rhode Island,,2021-04-20,801289
Rhode Island,,2021-04-21,807630
Rhode Island,,2021-04-22,818872
Rhode Island,,2021-04-23,828821
Rhode Island,,2021-04-24,844870
Rhode Island,,2021-04-25,859098
South Carolina,,2021-01-12,81075
South Carolina,,2021-01-13,99887
South Carolina,,2021-01-14,115855
South Carolina,,2021-01-15,121836
South Carolina,,2021-01-19,187175
South Carolina,,2021-01-20,192608
South Carolina,,2021-01-21,209631
South Carolina,,2021-01-22,229002
South Carolina,,2021-01-23,249155
South Carolina,,2021-01-24,278795
South Carolina,,2021-01-25,307348
South Carolina,,2021-01-26,317211
South Carolina,,2021-01-27,326985
South Carolina,,2021-01-28,359949
South Carolina,,2021-01-29,385158
South Carolina,,2021-01-30,407860
South Carolina,,2021-01-31,439541
South Carolina,,2021-02-01,462751
South Carolina,,2021-02-02,470696
South Carolina,,2021-02-03,479202
South Carolina,,2021-02-04,497433
South Carolina,,2021-02-05,518892
South Carolina,,2021-02-06,542879
South Carolina,,2021-02-07,568917
South Carolina,,2021-02-08,585692
South Carolina,,2021-02-09,585692
South Carolina,,2021-02-10,608062
South Carolina,,2021-02-11,628496
South Carolina,,2021-02-12,649375
South Carolina,,2021-02-13,674843
South Carolina,,2021-02-14,704186
South Carolina,,2021-02-16,738476
South Carolina,,2021-02-17,755422
South Carolina,,2021-02-18,778113
South Carolina,,2021-02-19,848054
South Carolina,,2021-02-20,879776
South Carolina,,2021-02-21,910669
South Carolina,,2021-02-22,932588
South Carolina,,2021-02-23,941136
South Carolina,,2021-02-24,973703
South Carolina,,2021-02-25,997874
South Carolina,,2021-02-26,1025316
South Carolina,,2021-02-27,1057969
South Carolina,,2021-02-28,1086550
South Carolina,,2021-03-01,1116811
South Carolina,,2021-03-02,1123049
South Carolina,,2021-03-03,1150199
South Carolina,,2021-03-04,1202753
South Carolina,,2021-03-05,1232377
South Carolina,,2021-03-06,1284575
South Carolina,,2021-03-07,1347330
South Carolina,,2021-03-08,1380510
South Carolina,,2021-03-09,1397362
South Carolina,,2021-03-10,1423016
South Carolina,,2021-03-11,1461672
South Carolina,,2021-03-12,1493376
South Carolina,,2021-03-13,1583500
South Carolina,,2021-03-14,1583500
South Carolina,,2021-03-15,1618854
South Carolina,,2021-03-16,1627125
South Carolina,,2021-03-17,1649023
South Carolina,,2021-03-18,1686210
South Carolina,,2021-03-19,1723604
South Carolina,,2021-03-20,1745511
South Carolina,,2021-03-21,1793297
South Carolina,,2021-03-22,1834965
South Carolina,,2021-03-23,1848117
South Carolina,,2021-03-24,1889498
South Carolina,,2021-03-25,1926363
South Carolina,,2021-03-26,1969766
South Carolina,,2021-03-27,2017582
South Carolina,,2021-03-28,2066478
South Carolina,,2021-03-29,2109171
South Carolina,,2021-03-30,2124443
South Carolina,,2021-03-31,2150462
South Carolina,,2021-04-01,2191473
South Carolina,,2021-04-02,2243230
South Carolina,,2021-04-03,2244467
South Carolina,,2021-04-04,2305396
South Carolina,,2021-04-05,2328710
South Carolina,,2021-04-06,2341969
South Carolina,,2021-04-07,2381960
South Carolina,,2021-04-08,2491219
South Carolina,,2021-04-09,2539519
South Carolina,,2021-04-10,2591420
South Carolina,,2021-04-11,2653698
South Carolina,,2021-04-12,2694436
South Carolina,,2021-04-13,2707762
South Carolina,,2021-04-14,2734788
South Carolina,,2021-04-15,2775374
South Carolina,,2021-04-16,2819681
South Carolina,,2021-04-17,2866181
South Carolina,,2021-04-18,2908640
South Carolina,,2021-04-19,2947704
South Carolina,,2021-04-20,2963058
South Carolina,,2021-04-21,2984448
South Carolina,,2021-04-22,2985791
South Carolina,,2021-04-23,3021647
South Carolina,,2021-04-24,3058387
South Carolina,,2021-04-25,3094536
South Dakota,,2021-01-12,48698
South Dakota,,2021-01-13,50712
South Dakota,,2021-01-14,54284
South Dakota,,2021-01-15,57103
South Dakota,,2021-01-19,61113
South Dakota,,2021-01-20,62518
South Dakota,,2021-01-21,65377
South Dakota,,2021-01-22,70643
South Dakota,,2021-01-23,77200
South Dakota,,2021-01-24,80441
South Dakota,,2021-01-25,82512
South Dakota,,2021-01-26,82823
South Dakota,,2021-01-27,86986
South Dakota,,2021-01-28,91776
South Dakota,,2021-01-29,97231
South Dakota,,2021-01-30,102847
South Dakota,,2021-01-31,105961
South Dakota,,2021-02-01,107685
South Dakota,,2021-02-02,108004
South Dakota,,2021-02-03,110967
South Dakota,,2021-02-04,115676
South Dakota,,2021-02-05,121593
South Dakota,,2021-02-06,127592
South Dakota,,2021-02-07,131439
South Dakota,,2021-02-08,133068
South Dakota,,2021-02-09,133231
South Dakota,,2021-02-10,136438
South Dakota,,2021-02-11,141733
South Dakota,,2021-02-12,148670
South Dakota,,2021-02-13,155026
South Dakota,,2021-02-14,160223
South Dakota,,2021-02-16,162885
South Dakota,,2021-02-17,165865
South Dakota,,2021-02-18,171175
South Dakota,,2021-02-19,218198
South Dakota,,2021-02-20,225848
South Dakota,,2021-02-21,232725
South Dakota,,2021-02-22,235964
South Dakota,,2021-02-23,237230
South Dakota,,2021-02-24,242710
South Dakota,,2021-02-25,250216
South Dakota,,2021-02-26,259553
South Dakota,,2021-02-27,269289
South Dakota,,2021-02-28,278285
South Dakota,,2021-03-01,282075
South Dakota,,2021-03-02,282575
South Dakota,,2021-03-03,287657
South Dakota,,2021-03-04,294765
South Dakota,,2021-03-05,304382
South Dakota,,2021-03-06,314577
South Dakota,,2021-03-07,322959
South Dakota,,2021-03-08,326272
South Dakota,,2021-03-09,326763
South Dakota,,2021-03-10,332059
South Dakota,,2021-03-11,339564
South Dakota,,2021-03-12,349016
South Dakota,,2021-03-13,360667
South Dakota,,2021-03-14,373065
South Dakota,,2021-03-15,378505
South Dakota,,2021-03-16,379911
South Dakota,,2021-03-17,384987
South Dakota,,2021-03-18,392994
South Dakota,,2021-03-19,403411
South Dakota,,2021-03-20,414458
South Dakota,,2021-03-21,424806
South Dakota,,2021-03-22,428076
South Dakota,,2021-03-23,429022
South Dakota,,2021-03-24,436290
South Dakota,,2021-03-25,445142
South Dakota,,2021-03-26,457075
South Dakota,,2021-03-27,471664
South Dakota,,2021-03-28,482516
South Dakota,,2021-03-29,488046
South Dakota,,2021-03-30,489525
South Dakota,,2021-03-31,496601
South Dakota,,2021-04-01,505081
South Dakota,,2021-04-02,515412
South Dakota,,2021-04-03,529897
South Dakota,,2021-04-04,539915
South Dakota,,2021-04-05,543431
South Dakota,,2021-04-06,544206
South Dakota,,2021-04-07,550434
South Dakota,,2021-04-08,560263
South Dakota,,2021-04-09,571138
South Dakota,,2021-04-10,584224
South Dakota,,2021-04-11,594431
South Dakota,,2021-04-12,597911
South Dakota,,2021-04-13,599012
South Dakota,,2021-04-14,603930
South Dakota,,2021-04-15,611743
South Dakota,,2021-04-16,619857
South Dakota,,2021-04-17,627721
South Dakota,,2021-04-18,635646
South Dakota,,2021-04-19,638869
South Dakota,,2021-04-20,639799
South Dakota,,2021-04-21,643744
South Dakota,,2021-04-22,650608
South Dakota,,2021-04-23,660751
South Dakota,,2021-04-24,669294
South Dakota,,2021-04-25,676863
Tennessee,,2021-01-12,251257
Tennessee,,2021-01-13,264713
Tennessee,,2021-01-14,264713
Tennessee,,2021-01-15,303338
Tennessee,,2021-01-19,351813
Tennessee,,2021-01-20,358534
Tennessee,,2021-01-21,375669
Tennessee,,2021-01-22,401595
Tennessee,,2021-01-23,424152
Tennessee,,2021-01-24,452042
Tennessee,,2021-01-25,462646
Tennessee,,2021-01-26,467933
Tennessee,,2021-01-27,487632
Tennessee,,2021-01-28,510050
Tennessee,,2021-01-29,545921
Tennessee,,2021-01-30,574142
Tennessee,,2021-01-31,609213
Tennessee,,2021-02-01,627911
Tennessee,,2021-02-02,631885
Tennessee,,2021-02-03,657819
Tennessee,,2021-02-04,684242
Tennessee,,2021-02-05,718487
Tennessee,,2021-02-06,752298
Tennessee,,2021-02-07,791023
Tennessee,,2021-02-08,805720
Tennessee,,2021-02-09,812079
Tennessee,,2021-02-10,839686
Tennessee,,2021-02-11,866352
Tennessee,,2021-02-12,901616
Tennessee,,2021-02-13,926787
Tennessee,,2021-02-14,967085
Tennessee,,2021-02-16,992988
Tennessee,,2021-02-17,999517
Tennessee,,2021-02-18,1014351
Tennessee,,2021-02-19,1083579
Tennessee,,2021-02-20,1097826
Tennessee,,2021-02-21,1117120
Tennessee,,2021-02-22,1130834
Tennessee,,2021-02-23,1139836
Tennessee,,2021-02-24,1175995
Tennessee,,2021-02-25,1210159
Tennessee,,2021-02-26,1257333
Tennessee,,2021-02-27,1301529
Tennessee,,2021-02-28,1359382
Tennessee,,2021-03-01,1394659
Tennessee,,2021-03-02,1405604
Tennessee,,2021-03-03,1455498
Tennessee,,2021-03-04,1492576
Tennessee,,2021-03-05,1540428
Tennessee,,2021-03-06,1580755
Tennessee,,2021-03-07,1634598
Tennessee,,2021-03-08,1659254
Tennessee,,2021-03-09,1667642
Tennessee,,2021-03-10,1711512
Tennessee,,2021-03-11,1757433
Tennessee,,2021-03-12,1812050
Tennessee,,2021-03-13,1865861
Tennessee,,2021-03-14,1921346
Tennessee,,2021-03-15,1952377
Tennessee,,2021-03-16,1960657
Tennessee,,2021-03-17,2007555
Tennessee,,2021-03-18,2054500
Tennessee,,2021-03-19,2093850
Tennessee,,2021-03-20,2141857
Tennessee,,2021-03-21,2198555
Tennessee,,2021-03-22,2231739
Tennessee,,2021-03-23,2246032
Tennessee,,2021-03-24,2297569
Tennessee,,2021-03-25,2353612
Tennessee,,2021-03-26,2416556
Tennessee,,2021-03-27,2477807
Tennessee,,2021-03-28,2545370
Tennessee,,2021-03-29,2582046
Tennessee,,2021-03-30,2596336
Tennessee,,2021-03-31,2655309
Tennessee,,2021-04-01,2725411
Tennessee,,2021-04-02,2789616
Tennessee,,2021-04-03,2863871
Tennessee,,2021-04-04,2905011
Tennessee,,2021-04-05,2928922
Tennessee,,2021-04-06,2934834
Tennessee,,2021-04-07,2988934
Tennessee,,2021-04-08,3058344
Tennessee,,2021-04-09,3122632
Tennessee,,2021-04-10,3189476
Tennessee,,2021-04-11,3255070
Tennessee,,2021-04-12,3286379
Tennessee,,2021-04-13,3299283
Tennessee,,2021-04-14,3320761
Tennessee,,2021-04-15,3382287
Tennessee,,2021-04-16,3445369
Tennessee,,2021-04-17,3501468
Tennessee,,2021-04-18,3562769
Tennessee,,2021-04-19,3583674
Tennessee,,2021-04-20,3597623
Tennessee,,2021-04-21,3644333
Tennessee,,2021-04-22,3699866
Tennessee,,2021-04-23,3751807
Tennessee,,2021-04-24,3803194
Tennessee,,2021-04-25,3855241
Texas,,2021-01-12,911461
Texas,,2021-01-13,978042
Texas,,2021-01-14,1043624
Texas,,2021-01-15,1160242
Texas,,2021-01-19,1403989
Texas,,2021-01-20,1471746
Texas,,2021-01-21,1544551
Texas,,2021-01-22,1644781
Texas,,2021-01-23,1727869
Texas,,2021-01-24,1763299
Texas,,2021-01-25,1804006
Texas,,2021-01-26,1917896
Texas,,2021-01-27,1974374
Texas,,2021-01-28,2107005
Texas,,2021-01-29,2219867
Texas,,2021-01-30,2340658
Texas,,2021-01-31,2408879
Texas,,2021-02-01,2496232
Texas,,2021-02-02,2496232
Texas,,2021-02-03,2652896
Texas,,2021-02-04,2805359
Texas,,2021-02-05,2930767
Texas,,2021-02-06,3107936
Texas,,2021-02-07,3246638
Texas,,2021-02-08,3322062
Texas,,2021-02-09,3436180
Texas,,2021-02-10,3568618
Texas,,2021-02-11,3708460
Texas,,2021-02-12,3873581
Texas,,2021-02-13,4007986
Texas,,2021-02-14,4133747
Texas,,2021-02-16,4256383
Texas,,2021-02-17,4312301
Texas,,2021-02-18,4333726
Texas,,2021-02-19,4542622
Texas,,2021-02-20,4614697
Texas,,2021-02-21,4673868
Texas,,2021-02-22,4711180
Texas,,2021-02-23,4800286
Texas,,2021-02-24,4923960
Texas,,2021-02-25,5107257
Texas,,2021-02-26,5273077
Texas,,2021-02-27,5394961
Texas,,2021-02-28,5566612
Texas,,2021-03-01,5572496
Texas,,2021-03-02,5956629
Texas,,2021-03-03,6191550
Texas,,2021-03-04,6379094
Texas,,2021-03-05,6591175
Texas,,2021-03-06,6829275
Texas,,2021-03-07,6938167
Texas,,2021-03-08,7071506
Texas,,2021-03-09,7299866
Texas,,2021-03-10,7529655
Texas,,2021-03-11,7730664
Texas,,2021-03-12,8005490
Texas,,2021-03-13,8261238
Texas,,2021-03-14,8421946
Texas,,2021-03-15,8547673
Texas,,2021-03-16,8660886
Texas,,2021-03-17,8850377
Texas,,2021-03-18,9055037
Texas,,2021-03-19,9237352
Texas,,2021-03-20,9428516
Texas,,2021-03-21,9611867
Texas,,2021-03-22,9734465
Texas,,2021-03-23,9845182
Texas,,2021-03-24,9841589
Texas,,2021-03-25,10133617
Texas,,2021-03-26,10420919
Texas,,2021-03-27,10700661
Texas,,2021-03-28,10941968
Texas,,2021-03-29,11130215
Texas,,2021-03-30,11357324
Texas,,2021-03-31,11604088
Texas,,2021-04-01,11950969
Texas,,2021-04-02,12318117
Texas,,2021-04-03,12565129
Texas,,2021-04-04,12808243
Texas,,2021-04-05,13065244
Texas,,2021-04-06,13297711
Texas,,2021-04-07,13533392
Texas,,2021-04-08,13825974
Texas,,2021-04-09,14219706
Texas,,2021-04-10,14685955
Texas,,2021-04-11,14959669
Texas,,2021-04-12,15151731
Texas,,2021-04-13,15343387
Texas,,2021-04-14,15610120
Texas,,2021-04-15,15897950
Texas,,2021-04-16,16167944
Texas,,2021-04-17,16419173
Texas,,2021-04-18,16539082
Texas,,2021-04-19,16745114
Texas,,2021-04-20,16870701
Texas,,2021-04-21,17065670
Texas,,2021-04-22,17307611
Texas,,2021-04-23,17543688
Texas,,2021-04-24,17782171
Texas,,2021-04-25,17979089
United States,USA,2020-12-20,556208
United States,USA,2020-12-21,614117
United States,USA,2020-12-23,1008025
United States,USA,2020-12-26,1944585
United States,USA,2020-12-28,2127143
United States,USA,2020-12-30,2794588
United States,USA,2021-01-02,4225756
United States,USA,2021-01-04,4563260
United States,USA,2021-01-05,4836469
United States,USA,2021-01-06,5306797
United States,USA,2021-01-07,5919418
United States,USA,2021-01-08,6688231
United States,USA,2021-01-11,8987322
United States,USA,2021-01-12,9327138
United States,USA,2021-01-13,10278462
United States,USA,2021-01-14,11148991
United States,USA,2021-01-15,12279180
United States,USA,2021-01-19,15707588
United States,USA,2021-01-20,16525281
United States,USA,2021-01-21,17546374
United States,USA,2021-01-22,19107959
United States,USA,2021-01-23,20537990
United States,USA,2021-01-24,21848655
United States,USA,2021-01-25,22734243
United States,USA,2021-01-26,23540994
United States,USA,2021-01-27,24652634
United States,USA,2021-01-28,26193682
United States,USA,2021-01-29,27884661
United States,USA,2021-01-30,29577902
United States,USA,2021-01-31,31123299
United States,USA,2021-02-01,32222402
United States,USA,2021-02-02,32780860
United States,USA,2021-02-03,33878254
United States,USA,2021-02-04,35203710
United States,USA,2021-02-05,36819212
United States,USA,2021-02-06,39037964
United States,USA,2021-02-07,41210937
United States,USA,2021-02-08,42417617
United States,USA,2021-02-09,43206190
United States,USA,2021-02-10,44769970
United States,USA,2021-02-11,46390270
United States,USA,2021-02-12,48410558
United States,USA,2021-02-13,50641884
United States,USA,2021-02-14,52884356
United States,USA,2021-02-16,55220364
United States,USA,2021-02-17,56281827
United States,USA,2021-02-18,57737767
United States,USA,2021-02-19,59585043
United States,USA,2021-02-20,61289500
United States,USA,2021-02-21,63090634
United States,USA,2021-02-22,64177474
United States,USA,2021-02-23,65032083
United States,USA,2021-02-24,66464947
United States,USA,2021-02-25,68274117
United States,USA,2021-02-26,70454064
United States,USA,2021-02-27,72806180
United States,USA,2021-02-28,75236003
United States,USA,2021-03-01,76899987
United States,USA,2021-03-02,78631601
United States,USA,2021-03-03,80540474
United States,USA,2021-03-04,82572848
United States,USA,2021-03-05,85008094
United States,USA,2021-03-06,87912323
United States,USA,2021-03-07,90351750
United States,USA,2021-03-08,92089852
United States,USA,2021-03-09,93692598
United States,USA,2021-03-10,95721290
United States,USA,2021-03-11,98203893
United States,USA,2021-03-12,101128005
United States,USA,2021-03-13,105703501
United States,USA,2021-03-14,107060274
United States,USA,2021-03-15,109081860
United States,USA,2021-03-16,110737856
United States,USA,2021-03-17,113037627
United States,USA,2021-03-18,115730008
United States,USA,2021-03-19,118313818
United States,USA,2021-03-20,121441497
United States,USA,2021-03-21,124481412
United States,USA,2021-03-22,126509736
United States,USA,2021-03-23,128217029
United States,USA,2021-03-24,130473853
United States,USA,2021-03-25,133305295
United States,USA,2021-03-26,136684688
United States,USA,2021-03-27,140180735
United States,USA,2021-03-28,143462691
United States,USA,2021-03-29,145812835
United States,USA,2021-03-30,147602345
United States,USA,2021-03-31,150273292
United States,USA,2021-04-01,153631404
United States,USA,2021-04-02,157606463
United States,USA,2021-04-03,161688422
United States,USA,2021-04-04,165053746
United States,USA,2021-04-05,167187795
United States,USA,2021-04-06,168592075
United States,USA,2021-04-07,171476655
United States,USA,2021-04-08,174879716
United States,USA,2021-04-09,178837781
United States,USA,2021-04-10,183467709
United States,USA,2021-04-11,187047131
United States,USA,2021-04-12,189692045
United States,USA,2021-04-13,192282781
United States,USA,2021-04-14,194791836
United States,USA,2021-04-15,198317040
United States,USA,2021-04-16,202282923
United States,USA,2021-04-17,205871913
United States,USA,2021-04-18,209406814
United States,USA,2021-04-19,211581309
United States,USA,2021-04-20,213388238
United States,USA,2021-04-21,215951909
United States,USA,2021-04-22,218947643
United States,USA,2021-04-23,222322230
United States,USA,2021-04-24,225640460
United States,USA,2021-04-25,228661408
Utah,,2021-01-12,95225
Utah,,2021-01-13,104036
Utah,,2021-01-14,115384
Utah,,2021-01-15,128210
Utah,,2021-01-19,163205
Utah,,2021-01-20,181792
Utah,,2021-01-21,189578
Utah,,2021-01-22,202729
Utah,,2021-01-23,202729
Utah,,2021-01-24,202729
Utah,,2021-01-25,229007
Utah,,2021-01-26,230418
Utah,,2021-01-27,239807
Utah,,2021-01-28,239807
Utah,,2021-01-29,271127
Utah,,2021-01-30,286501
Utah,,2021-01-31,286501
Utah,,2021-02-01,323030
Utah,,2021-02-02,324636
Utah,,2021-02-03,324636
Utah,,2021-02-04,353469
Utah,,2021-02-05,376495
Utah,,2021-02-06,400285
Utah,,2021-02-07,400285
Utah,,2021-02-08,506629
Utah,,2021-02-09,510267
Utah,,2021-02-10,510267
Utah,,2021-02-11,510267
Utah,,2021-02-12,510267
Utah,,2021-02-13,510267
Utah,,2021-02-14,510267
Utah,,2021-02-16,532635
Utah,,2021-02-17,532635
Utah,,2021-02-18,551742
Utah,,2021-02-19,584648
Utah,,2021-02-20,610074
Utah,,2021-02-21,610580
Utah,,2021-02-22,610874
Utah,,2021-02-23,611048
Utah,,2021-02-24,629173
Utah,,2021-02-25,662012
Utah,,2021-02-26,662575
Utah,,2021-02-27,687876
Utah,,2021-02-28,688505
Utah,,2021-03-01,688506
Utah,,2021-03-02,722301
Utah,,2021-03-03,745913
Utah,,2021-03-04,746392
Utah,,2021-03-05,796749
Utah,,2021-03-06,832435
Utah,,2021-03-07,833167
Utah,,2021-03-08,833714
Utah,,2021-03-09,880032
Utah,,2021-03-10,903099
Utah,,2021-03-11,903758
Utah,,2021-03-12,945378
Utah,,2021-03-13,977728
Utah,,2021-03-14,1007495
Utah,,2021-03-15,1008582
Utah,,2021-03-16,1030630
Utah,,2021-03-17,1052347
Utah,,2021-03-18,1069752
Utah,,2021-03-19,1070231
Utah,,2021-03-20,1070976
Utah,,2021-03-21,1137351
Utah,,2021-03-22,1137511
Utah,,2021-03-23,1155841
Utah,,2021-03-24,1178663
Utah,,2021-03-25,1213732
Utah,,2021-03-26,1214131
Utah,,2021-03-27,1275570
Utah,,2021-03-28,1276128
Utah,,2021-03-29,1276193
Utah,,2021-03-30,1327257
Utah,,2021-03-31,1327487
Utah,,2021-04-01,1380946
Utah,,2021-04-02,1381245
Utah,,2021-04-03,1466038
Utah,,2021-04-04,1466600
Utah,,2021-04-05,1498784
Utah,,2021-04-06,1518590
Utah,,2021-04-07,1543590
Utah,,2021-04-08,1573343
Utah,,2021-04-09,1614798
